YUX	  35.850	0.500	S	 120.969	342.79	YN	BHE	Sg
CAY	  21.220	1.000	P	 130.165	257.43	YN	BHZ	Pg
CAY	  36.070	0.500	S	 130.165	257.43	YN	BHN	Sg
YOD	  24.610	1.000	P	 146.283	299.35	YN	BHZ	Pg
MEL	  44.680	0.500	S	 150.967	218.89	YN	BHZ	Sg
#	2014	10	7	22	8	 3.900	 23.368	100.490	 6.0	4.0	0	0	0	1421443	ÔÆÄÏ¾°¹È
JIG	   4.670	1.000	P	  29.103	 59.18	YN	BHZ	Pg
JIG	   8.420	0.500	S	  29.103	 59.18	YN	BHE	Sg
SIM	  14.320	1.000	P	  84.927	140.76	YN	BHZ	Pg
SIM	  24.880	0.500	S	  84.927	140.76	YN	BHN	Sg
ZHY	  15.670	1.000	P	  94.153	 41.72	YN	BHZ	Pg
ZHY	  27.660	0.500	S	  94.153	 41.72	YN	BHE	Sg
LAC	  18.000	1.000	P	 107.812	212.85	YN	BHZ	Pg
YUX	  20.840	1.000	P	 123.627	343.71	YN	BHZ	Pg
YUX	  36.000	0.500	S	 123.627	343.71	YN	BHE	Sg
CAY	  21.450	1.000	P	 128.422	258.68	YN	BHZ	Pg
CAY	  36.110	0.500	S	 128.422	258.68	YN	BHE	Sg
YOD	  24.490	1.000	P	 146.867	300.62	YN	BHZ	Pg
YOD	  42.540	0.500	S	 146.867	300.62	YN	BHN	Sg
MEL	  24.860	1.000	P	 147.843	219.30	YN	BHZ	Pg
MEL	  42.690	0.500	S	 147.843	219.30	YN	BHE	Sg
JIH	  24.660	1.000	P	 152.104	170.32	YN	BHZ	Pg
JIH	  43.220	0.500	S	 152.104	170.32	YN	BHE	Sg
YUJ	  25.880	1.000	P	 153.359	 81.45	YN	BHZ	Pg
YUJ	  43.270	0.500	S	 153.359	 81.45	YN	BHE	Sg
CUX	  34.450	1.000	P	 213.002	 29.65	YN	BHZ	Pg
CUX	  60.270	0.500	S	 213.002	 29.65	YN	BHN	Sg
YIM	  36.780	1.000	P	 223.955	 48.26	YN	BHZ	Pg
YIM	  63.890	0.500	S	 223.955	 48.26	YN	BHN	Sg
MAS	  34.490	1.000	P	 225.858	301.72	YN	BHZ	Pn
JIS	  67.770	0.500	S	 233.559	 81.82	YN	BHN	Sg
BAS	  68.560	0.500	S	 237.519	325.28	YN	BHE	Sg
MLA	  69.410	0.500	S	 240.858	153.51	YN	BHN	Sg
CHT	  36.670	1.000	P	 241.316	347.92	XG	BHZ	Pg
TUS	  71.930	0.500	S	 250.363	354.57	YN	BHE	Sg
CFT	  78.330	0.500	S	 275.844	  0.57	XG	BHE	Sg
#	2014	10	7	22	10	46.100	 23.390	100.457	 5.0	1.7	0	0	0	1421444	ÔÆÄÏ¾°¹È
JIG	   4.750	1.000	P	  30.979	 66.26	YN	BHZ	Pg
JIG	   9.060	0.500	S	  30.979	 66.26	YN	BHN	Sg
LIC	  11.740	1.000	P	  67.183	324.03	YN	BHZ	Pg
LIC	  18.640	0.500	S	  67.183	324.03	YN	BHE	Sg
ZHY	  16.340	1.000	P	  94.658	 44.21	YN	BHZ	Pg
ZHY	  27.150	0.500	S	  94.658	 44.21	YN	BHE	Sg
YUX	  35.260	0.500	S	 120.361	344.91	YN	BHN	Sg
CAY	  36.140	0.500	S	 125.638	257.27	YN	BHN	Sg
#	2014	10	7	22	11	58.400	 23.463	100.455	 5.0	2.3	0	0	0	1421445	ÔÆÄÏ¾°¹È
JIG	   4.270	1.000	P	  28.892	 81.33	YN	BHZ	Pg
